ID,Soil_Type,Region,Irrigation,pH,Moisture,Nitrogen,Phosphorus,Potassium,Organic_Matter,Electrical_Conductivity,Bulk_Density,Clay_Percent,Temperature,Rainfall_7d,Sunlight_hours,Slope,Suitability
732,Silt,Plain,Sprinkler,6.299,16.602,80.034,40.661,108.516,2.398,0.447,1.217,12.895,21.858,5.472,6.831,0.0,Favorable
733,Loam,Hill,None,6.524,16.362,128.678,60.703,159.731,3.625,0.512,1.251,22.895,21.97,12.901,10.881,11.026,Favorable
734,Loam,Hill,Sprinkler,6.433,17.885,136.667,44.294,179.49,2.638,1.115,1.215,30.716,13.016,47.599,5.0,10.4,Favorable
735,Silt,Plain,Sprinkler,6.755,22.722,55.313,61.696,158.848,2.577,0.1,1.178,13.866,21.436,16.624,10.143,6.167,Favorable
736,Loam,Plain,Drip,6.973,23.797,108.056,51.892,209.682,2.353,0.949,1.496,24.472,19.088,56.045,7.9,0.0,Favorable
737,Loam,Hill,Drip,6.748,29.888,129.311,54.687,124.918,3.824,0.583,1.138,24.535,13.572,21.002,6.518,3.245,Favorable
738,Loam,Mountain,None,6.778,,125.336,56.682,122.223,2.674,0.554,1.465,25.161,5.653,20.176,7.175,11.146,Favorable
739,Loam,Hill,Drip,7.236,22.677,84.872,48.384,157.295,2.485,0.742,1.457,13.928,15.481,13.539,7.486,1.633,Favorable
740,Silt,Mountain,Sprinkler,7.336,18.415,88.354,24.644,106.097,3.923,0.824,1.457,20.517,21.194,5.725,5.476,15.126,Unfavorable
741,Sandy,Mountain,Drip,6.884,31.471,73.453,56.988,94.873,3.584,0.945,1.426,6.135,20.713,14.351,6.354,11.239,Favorable
742,Loam,Hill,Sprinkler,7.113,25.549,111.538,37.006,121.16,2.062,0.487,1.557,22.426,15.232,49.223,4.128,8.387,Favorable
743,Sandy,Hill,None,6.404,18.564,123.108,27.251,90.027,1.195,0.604,1.491,1.634,18.552,15.337,6.276,7.09,Unfavorable
744,Clay,Hill,None,6.779,23.538,143.141,58.311,175.176,3.066,0.769,1.438,49.251,24.772,15.381,8.638,9.241,Favorable
745,Loam,Plain,None,8.025,26.042,84.398,48.151,107.516,2.912,1.212,1.321,17.006,23.709,12.297,7.646,0.0,Unfavorable
746,Clay,Hill,None,7.128,25.671,117.427,51.554,201.577,4.231,0.998,1.357,54.16,18.895,14.887,8.1,4.523,Favorable
747,Loam,Plain,None,6.487,9.724,97.365,60.635,134.827,2.597,1.207,1.229,22.217,28.027,6.884,6.11,5.996,Unfavorable
748,Clay,Plain,Sprinkler,7.219,,153.067,12.138,165.536,2.619,1.395,1.285,51.0,20.717,42.162,5.817,17.322,Unfavorable
749,Silt,Plain,Drip,7.109,27.629,131.476,44.3,108.487,4.698,0.912,1.308,23.943,14.502,28.066,9.895,5.832,Favorable
750,Sandy,Plain,None,7.273,16.985,101.831,39.383,142.891,1.521,0.661,1.532,3.364,14.825,13.096,7.564,1.758,Unfavorable
751,Silt,Plain,Sprinkler,6.625,19.944,106.781,38.91,130.287,4.054,0.97,1.183,11.772,18.877,24.555,5.43,14.155,Favorable
752,Clay,Plain,None,7.636,21.882,140.079,41.288,124.845,4.854,1.514,1.381,46.035,15.955,8.387,7.539,7.367,Unfavorable
753,Sandy,Plain,Sprinkler,6.626,30.247,83.428,51.496,83.842,2.846,0.1,1.57,1.0,19.008,25.928,5.62,5.408,Favorable
754,Clay,Plain,Sprinkler,7.753,,105.67,50.265,115.413,4.502,1.301,1.561,48.079,7.908,38.811,9.15,6.561,Favorable
755,Sandy,Hill,Drip,6.626,27.96,79.832,38.55,156.146,3.645,0.315,1.549,5.712,19.959,48.498,8.765,11.929,Favorable
756,Sandy,Plain,Sprinkler,7.051,24.758,142.728,26.364,126.417,3.863,0.269,1.691,14.508,14.353,33.117,8.382,0.06,Favorable
757,Clay,Hill,None,6.808,24.556,100.459,35.014,147.266,3.79,1.267,1.382,42.502,17.437,33.632,9.08,9.274,Favorable
758,Sandy,Plain,Drip,6.081,32.867,95.76,23.202,133.363,2.421,0.389,1.572,2.493,15.039,12.108,9.473,5.998,Favorable
759,Loam,Hill,Drip,6.141,19.158,107.105,41.245,171.164,1.691,0.81,1.442,9.36,15.725,24.898,6.959,16.37,Favorable
760,Clay,Plain,Sprinkler,6.854,24.598,110.867,78.167,191.813,,0.943,1.318,48.892,15.203,9.407,7.534,11.754,Unfavorable
761,Loam,Plain,Sprinkler,7.477,27.475,121.414,45.648,181.836,1.451,1.066,1.305,30.115,22.697,4.594,5.487,16.301,Unfavorable
762,Sandy,Plain,None,6.028,21.248,89.952,36.081,121.035,0.821,0.311,1.593,8.43,12.922,12.232,6.982,4.683,Unfavorable
763,Clay,Mountain,None,6.916,13.995,93.164,33.828,225.686,1.643,0.706,1.543,51.257,19.877,47.382,6.477,14.767,Unfavorable
764,Silt,Plain,Sprinkler,6.695,13.126,98.638,56.541,138.907,0.984,0.559,1.159,22.445,24.502,15.293,6.281,4.818,Favorable
765,Clay,Plain,Sprinkler,7.091,25.125,103.312,61.828,141.626,1.634,1.176,1.377,51.233,24.825,10.121,6.7,9.676,Unfavorable
766,Silt,Plain,None,5.424,10.516,110.028,22.201,137.331,0.4,1.158,1.217,17.025,23.647,18.145,5.774,3.89,Unfavorable
767,Clay,Plain,Drip,7.047,28.07,112.98,34.771,201.376,3.421,1.575,1.349,50.564,13.774,41.071,9.924,10.228,Favorable
768,Loam,Plain,None,6.612,25.219,110.995,61.871,119.69,1.845,1.288,1.535,18.04,20.807,27.867,7.727,5.839,Favorable
769,Clay,Plain,Sprinkler,6.639,33.394,115.349,46.724,116.059,,0.694,1.195,51.358,16.355,14.668,7.011,3.03,Favorable
770,Clay,Mountain,None,7.38,19.773,135.791,38.165,184.966,3.962,1.301,1.393,57.192,11.944,7.241,4.969,11.328,Unfavorable
771,Clay,Mountain,Drip,6.435,31.379,120.424,56.884,154.837,2.622,1.403,1.373,66.362,10.571,18.075,8.046,10.62,Unfavorable
772,Loam,Hill,Sprinkler,6.615,16.295,118.922,42.687,164.723,3.01,0.582,1.266,28.675,9.722,19.416,7.196,11.245,Favorable
773,Loam,Plain,None,6.573,24.203,115.966,71.261,139.639,2.361,1.101,1.366,20.454,18.989,20.995,7.241,2.458,Favorable
774,Sandy,Hill,Drip,7.036,26.27,96.719,26.515,93.208,4.06,1.18,1.492,1.0,18.254,7.095,8.425,10.983,Favorable
775,Clay,Mountain,Sprinkler,6.422,19.116,114.173,35.641,178.317,3.862,0.977,1.619,45.011,17.344,21.607,5.563,3.742,Favorable
776,Sandy,Plain,None,6.861,29.473,102.993,19.569,103.865,2.408,0.1,1.516,7.142,17.683,20.455,7.994,7.387,Favorable
777,Loam,Hill,Sprinkler,7.102,23.1,116.735,51.087,145.757,3.753,0.964,1.438,28.958,15.515,34.282,7.087,13.367,Favorable
778,Loam,Hill,None,7.614,27.4,144.472,36.175,149.749,3.037,0.978,1.322,26.203,18.459,27.93,7.11,11.376,Favorable
779,Clay,Plain,Sprinkler,7.677,,121.017,52.539,146.823,3.102,1.249,1.444,63.233,24.8,1.073,7.989,0.95,Unfavorable
780,Silt,Hill,None,6.467,19.012,117.379,43.734,144.675,3.919,1.213,1.412,20.672,22.474,11.669,6.188,10.445,Favorable
781,Silt,Plain,None,6.272,14.551,108.707,31.468,195.702,2.674,0.56,1.339,20.054,18.757,24.059,8.57,6.791,Favorable
782,Silt,Plain,None,6.742,,152.557,22.71,149.568,3.144,0.651,1.25,15.95,17.69,24.244,5.697,3.125,Favorable
783,Clay,Hill,None,7.271,12.935,142.829,40.872,169.227,1.822,1.183,1.471,52.996,15.327,5.604,7.553,8.121,Unfavorable
784,Loam,Hill,Drip,7.094,26.244,72.953,52.35,142.574,2.299,1.511,1.415,39.772,16.201,40.686,8.053,7.699,Favorable
785,Clay,Hill,Sprinkler,6.415,13.913,94.013,61.551,173.716,3.381,1.421,1.341,47.743,14.962,20.932,5.094,10.191,Favorable
786,Sandy,Hill,None,5.87,23.299,84.461,32.613,153.397,3.738,0.668,1.319,12.624,13.098,6.1,4.811,15.107,Unfavorable
787,Sandy,Plain,None,5.659,26.04,106.571,59.909,111.461,2.623,0.5,1.444,6.21,12.104,11.104,7.609,10.795,Unfavorable
788,Loam,Plain,None,6.603,27.693,131.25,45.129,149.375,2.302,0.45,1.44,39.59,13.666,17.964,4.662,5.429,Favorable
789,Sandy,Hill,None,6.771,22.442,114.551,35.771,118.21,2.998,0.314,1.663,12.428,10.233,27.933,8.474,11.537,Unfavorable
790,Clay,Hill,Sprinkler,7.661,26.896,99.762,46.918,175.557,3.659,1.189,1.291,38.054,22.266,1.231,5.859,11.472,Unfavorable
791,Loam,Hill,Sprinkler,7.22,16.242,112.149,44.799,158.764,2.605,1.183,1.644,28.37,20.347,18.132,6.723,5.861,Favorable
792,Loam,Plain,None,6.573,14.206,148.02,82.357,176.314,3.695,1.116,1.472,32.79,23.877,5.611,7.57,5.96,Unfavorable
793,Clay,Plain,Drip,7.045,20.795,88.186,50.681,189.509,3.785,1.262,1.494,42.404,11.333,14.602,6.914,0.931,Favorable
794,Sandy,Plain,None,6.7,12.631,111.653,53.163,120.633,1.329,1.019,1.566,18.224,11.659,6.615,8.264,7.266,Unfavorable
795,Sandy,Hill,None,6.181,29.693,96.116,47.783,106.96,1.742,0.763,1.658,1.0,17.217,52.814,6.325,9.009,Favorable
796,Sandy,Hill,Sprinkler,6.513,30.083,70.655,16.205,97.691,,1.04,1.661,13.431,18.549,54.977,6.541,12.615,Unfavorable
797,Loam,Mountain,None,6.622,23.013,96.535,72.414,100.795,3.903,0.279,1.311,22.533,20.595,30.182,6.985,13.443,Unfavorable
798,Loam,Plain,None,6.822,23.471,164.954,46.267,141.527,3.057,0.484,1.41,11.68,16.978,20.092,8.802,0.481,Favorable
799,Loam,Plain,Sprinkler,6.965,27.534,162.213,65.795,168.346,3.931,0.925,1.114,15.147,18.317,16.025,6.549,10.621,Favorable
800,Loam,Hill,None,7.075,11.816,116.504,36.962,157.696,3.386,0.759,1.32,22.647,18.372,12.73,6.23,7.052,Favorable
801,Silt,Plain,None,7.059,,122.769,44.936,122.767,3.752,1.1,1.302,22.216,19.915,28.949,7.056,2.881,Favorable
802,Loam,Hill,Drip,7.396,33.974,106.285,52.529,205.421,4.858,1.083,1.342,36.136,16.847,16.637,7.618,11.068,Favorable
803,Silt,Plain,Sprinkler,6.562,13.697,110.345,46.167,203.922,3.635,1.191,1.187,14.416,14.619,12.288,8.254,9.047,Favorable
804,Clay,Plain,None,6.681,,128.572,47.705,167.599,3.51,1.327,1.49,45.032,16.665,33.735,7.955,0.0,Favorable
805,Silt,Plain,Sprinkler,7.086,31.47,91.047,30.292,96.087,3.334,0.586,1.414,21.34,15.838,16.197,5.598,10.387,Favorable
806,Clay,Hill,None,6.45,18.394,97.366,55.302,179.917,2.305,1.232,1.411,44.615,19.722,10.151,5.564,1.044,Unfavorable
807,Silt,Plain,None,6.761,22.95,137.695,48.984,134.367,2.579,0.939,1.159,14.215,11.442,6.69,7.806,3.35,Favorable
808,Sandy,Plain,Sprinkler,6.572,23.498,61.022,32.191,136.183,1.652,0.695,1.528,6.716,15.452,27.546,11.0,0.064,Favorable
809,Sandy,Mountain,None,6.641,6.372,44.778,19.613,91.186,0.4,0.82,1.575,8.568,15.043,8.513,5.454,15.919,Unfavorable
810,Loam,Hill,None,6.989,25.456,135.574,67.877,171.205,4.159,0.846,1.096,23.515,11.066,13.845,6.838,6.73,Favorable
811,Loam,Plain,None,6.462,23.811,109.873,47.843,168.418,2.385,1.123,1.287,31.284,18.428,25.427,6.383,11.642,Favorable
812,Silt,Hill,Drip,7.425,25.796,92.156,45.954,170.64,2.765,0.641,1.286,12.36,19.1,3.495,8.422,8.559,Favorable
813,Sandy,Plain,Drip,6.037,28.679,86.602,46.571,123.799,2.945,1.028,1.578,3.722,14.137,20.953,7.876,0.0,Favorable
814,Loam,Plain,None,6.801,19.719,128.932,42.507,166.479,1.75,1.218,1.554,24.995,21.815,26.077,5.357,5.43,Favorable
815,Silt,Hill,None,6.678,15.353,152.822,67.809,123.139,2.165,0.624,1.303,12.439,20.432,8.486,8.915,11.567,Unfavorable
816,Clay,Hill,None,7.273,18.626,121.971,72.323,179.209,3.82,1.041,1.544,55.306,17.798,36.19,7.248,6.339,Favorable
817,Sandy,Plain,None,7.069,21.458,61.917,60.38,56.292,1.39,0.867,1.516,6.076,23.203,7.682,7.323,1.996,Unfavorable
818,Clay,Mountain,Drip,6.503,24.137,108.928,28.686,147.254,2.633,1.318,1.394,43.693,9.26,20.991,6.826,18.765,Unfavorable
819,Clay,Plain,None,7.256,31.004,83.212,48.02,184.626,3.136,1.254,1.269,48.49,19.097,21.102,7.548,0.0,Favorable
820,Sandy,Plain,Sprinkler,7.138,29.361,48.104,40.091,100.057,3.035,1.145,1.641,3.336,16.027,4.257,6.755,7.506,Unfavorable
821,Loam,Hill,Drip,6.893,34.254,94.004,40.914,165.799,3.311,0.601,1.325,27.231,14.594,1.428,8.226,4.834,Favorable
822,Clay,Hill,Sprinkler,7.322,37.446,79.116,68.285,210.156,,0.501,1.381,34.325,16.482,10.231,6.112,6.937,Favorable
823,Sandy,Plain,None,6.566,20.103,83.56,45.034,138.268,2.256,0.61,1.472,12.892,24.708,10.547,8.542,10.593,Unfavorable
824,Clay,Plain,Drip,7.369,29.687,116.755,73.438,178.279,4.261,1.216,1.493,54.899,17.182,39.62,5.468,12.025,Favorable
825,Loam,Mountain,Sprinkler,7.112,11.149,112.039,42.182,105.709,3.282,0.568,1.337,32.527,25.476,24.054,4.48,9.971,Favorable
826,Clay,Mountain,Sprinkler,6.36,10.396,122.746,42.575,186.719,1.522,1.714,1.479,43.496,15.149,36.661,5.129,16.895,Unfavorable
827,Silt,Plain,None,7.21,23.064,128.689,39.234,149.759,2.826,1.384,1.45,17.589,15.901,13.089,7.168,3.197,Favorable
828,Sandy,Hill,Drip,7.622,,60.011,42.857,128.482,2.147,0.735,1.526,14.887,15.597,38.209,8.588,10.87,Unfavorable
829,Sandy,Plain,None,6.543,25.971,94.324,42.454,75.492,2.62,1.17,1.713,16.305,21.682,38.968,6.253,13.381,Unfavorable
830,Sandy,Plain,Drip,6.124,23.916,56.694,41.464,142.735,1.839,0.882,1.589,4.729,23.73,36.869,6.933,1.581,Favorable
831,Clay,Plain,Drip,7.668,33.735,122.872,46.349,154.907,3.023,1.046,1.35,57.764,24.106,30.526,7.94,0.695,Favorable
832,Clay,Plain,None,6.979,30.522,91.517,57.42,212.49,3.146,1.344,1.335,51.498,21.315,30.424,9.294,0.0,Favorable
833,Sandy,Mountain,None,5.93,18.602,74.569,28.156,98.196,,1.375,1.529,8.021,19.366,29.593,7.223,9.549,Unfavorable
834,Loam,Hill,Sprinkler,6.651,22.435,129.131,85.3,170.945,4.132,1.292,1.565,33.725,17.43,18.868,5.933,12.521,Favorable
835,Loam,Plain,None,7.928,25.17,88.583,31.033,150.282,3.438,0.715,1.29,22.971,12.882,90.0,6.128,8.165,Unfavorable
836,Loam,Hill,Sprinkler,6.979,18.957,93.372,52.608,122.424,,0.258,1.472,27.612,17.612,15.979,6.656,9.912,Favorable
837,Silt,Hill,Sprinkler,7.167,21.998,92.776,19.186,161.846,2.545,1.206,1.258,21.928,22.649,14.574,5.51,6.867,Favorable
838,Clay,Hill,Sprinkler,6.951,19.181,131.659,40.741,186.692,,1.591,1.329,52.087,12.817,34.947,6.238,10.069,Favorable
839,Sandy,Plain,None,5.944,18.359,110.708,45.334,170.728,1.164,0.828,1.535,1.72,15.269,13.993,6.354,6.378,Unfavorable
840,Loam,Plain,None,6.803,20.355,96.85,56.38,117.911,4.314,1.309,1.405,21.911,20.031,9.761,8.192,11.232,Favorable
841,Silt,Plain,Sprinkler,6.726,23.202,70.653,48.264,170.239,2.556,1.341,1.252,23.534,12.028,37.228,3.233,7.533,Favorable
842,Clay,Plain,None,6.477,34.276,120.031,54.328,202.905,,1.088,1.419,49.222,15.916,27.108,8.603,4.705,Favorable
843,Sandy,Plain,Sprinkler,6.093,16.305,92.798,39.837,114.698,2.021,1.14,1.54,1.0,20.982,41.928,9.086,14.301,Unfavorable
844,Loam,Hill,None,6.814,19.965,151.332,42.275,112.974,3.082,0.926,1.465,15.835,17.155,17.289,5.846,12.232,Favorable
845,Loam,Hill,Drip,7.407,35.757,134.236,30.704,184.289,3.938,0.85,1.312,36.116,16.903,4.073,7.502,5.012,Favorable
846,Loam,Plain,Sprinkler,6.679,27.566,114.889,42.94,131.219,3.239,0.491,1.339,15.479,14.327,16.783,8.282,0.0,Favorable
847,Silt,Mountain,None,7.48,24.464,96.891,24.142,116.294,1.401,1.021,1.085,12.099,11.661,27.728,8.374,22.552,Unfavorable
848,Clay,Plain,None,7.229,17.672,126.359,49.03,150.48,5.115,1.308,1.392,51.211,15.067,13.586,6.167,2.275,Favorable
849,Sandy,Hill,None,6.769,18.4,87.17,25.387,140.778,3.115,0.855,1.624,1.998,26.058,11.718,7.562,11.919,Unfavorable
850,Loam,Plain,None,7.259,24.73,129.072,39.827,166.499,2.604,0.948,1.079,14.703,25.364,25.86,7.265,9.481,Favorable
851,Loam,Plain,None,6.587,15.817,91.315,45.451,188.779,1.447,0.695,1.333,14.544,18.87,64.439,8.329,6.981,Favorable
852,Silt,Hill,None,6.996,7.432,73.449,33.559,185.925,2.944,0.811,1.255,27.67,18.021,31.491,6.226,4.425,Favorable
853,Loam,Hill,None,6.777,21.172,121.136,53.254,128.457,3.259,0.753,1.277,30.682,17.821,17.396,7.206,11.765,Favorable
854,Clay,Mountain,Sprinkler,7.236,12.539,122.425,42.595,197.663,2.118,1.329,1.522,49.513,8.609,56.611,6.794,22.149,Unfavorable
855,Clay,Hill,Drip,6.668,22.79,107.576,44.04,201.317,2.087,0.602,1.508,52.35,18.704,16.139,7.167,12.031,Favorable
856,Clay,Mountain,Sprinkler,7.227,28.072,94.842,44.185,156.459,2.395,0.959,1.477,54.747,19.127,9.97,6.831,22.596,Unfavorable
857,Sandy,Hill,Sprinkler,5.703,20.511,121.174,42.755,179.471,0.653,0.946,1.576,19.128,13.89,20.259,5.532,8.556,Unfavorable
858,Sandy,Hill,Drip,6.752,26.402,108.942,43.914,115.644,2.25,1.415,1.574,1.0,13.966,5.899,6.287,17.174,Unfavorable
859,Sandy,Plain,Sprinkler,7.0,20.645,81.762,15.33,137.114,3.305,1.42,1.583,1.0,22.061,10.174,8.064,0.0,Favorable
860,Loam,Hill,None,7.004,32.612,81.906,40.978,190.095,2.499,0.215,1.401,25.08,17.304,30.393,8.033,16.441,Favorable
861,Clay,Plain,None,6.133,35.401,93.626,61.429,177.725,3.132,1.406,1.516,45.606,18.024,48.365,7.496,14.534,Unfavorable
862,Loam,Mountain,Drip,7.066,28.827,129.02,38.351,178.837,1.869,1.14,1.353,29.4,16.185,20.496,7.053,16.665,Favorable
863,Clay,Hill,Drip,7.622,31.592,99.79,49.499,97.047,,0.959,1.612,45.782,10.931,6.32,6.038,12.75,Unfavorable
864,Loam,Plain,None,6.937,25.141,134.072,72.27,150.792,,0.957,1.364,34.735,25.846,23.771,8.166,0.0,Favorable
865,Clay,Mountain,None,7.294,24.154,93.276,30.963,183.299,2.059,1.117,1.394,49.492,13.637,5.476,6.593,20.071,Unfavorable
866,Silt,Mountain,Sprinkler,6.383,24.559,74.629,39.886,144.918,1.916,1.303,1.3,31.298,22.65,8.734,6.886,23.869,Unfavorable
867,Sandy,Plain,None,6.955,18.853,118.462,45.558,103.037,2.903,1.366,1.498,1.671,22.554,36.947,9.091,0.0,Favorable
868,Loam,Plain,Sprinkler,6.815,14.148,137.441,66.979,152.948,2.537,1.16,1.448,23.574,21.465,10.194,8.831,10.593,Favorable
869,Clay,Hill,None,7.405,28.128,112.529,21.195,214.627,3.401,1.243,1.344,46.226,9.007,26.122,8.488,4.341,Favorable
870,Clay,Mountain,None,7.14,23.699,125.118,32.936,138.078,5.214,1.535,1.386,61.377,14.049,14.658,5.445,25.343,Unfavorable
871,Loam,Hill,None,6.649,16.639,95.125,65.556,147.503,3.836,0.682,1.381,28.431,20.417,40.361,7.543,11.347,Favorable
872,Clay,Mountain,Sprinkler,6.868,,106.312,40.052,112.154,2.744,1.114,1.644,50.797,18.479,9.839,6.094,13.168,Unfavorable
873,Loam,Plain,None,6.552,23.98,97.664,59.221,151.174,2.505,1.43,1.097,22.5,18.444,16.218,9.173,5.852,Favorable
874,Sandy,Plain,None,5.986,17.845,103.947,40.424,119.115,2.721,1.079,1.575,10.833,23.128,24.429,6.775,3.592,Unfavorable
875,Sandy,Hill,Sprinkler,6.242,20.957,55.975,61.216,80.57,1.982,0.964,1.694,6.89,17.361,20.248,7.788,14.44,Unfavorable
876,Sandy,Plain,Drip,5.948,37.423,108.97,42.662,99.299,,1.595,1.522,4.446,19.573,4.057,7.014,3.891,Unfavorable
877,Clay,Hill,Drip,7.067,18.647,110.894,40.958,138.004,4.173,1.49,1.165,51.162,16.069,20.352,3.16,13.443,Favorable
878,Sandy,Plain,None,6.737,20.681,86.284,40.564,87.46,3.196,0.726,1.594,2.617,18.243,49.085,6.06,0.0,Favorable
879,Clay,Plain,Sprinkler,7.105,22.614,136.46,49.204,178.84,4.146,1.399,1.446,55.91,26.605,21.727,8.064,3.282,Favorable
880,Clay,Mountain,Drip,6.572,15.611,101.017,46.737,115.483,1.915,1.571,1.305,48.916,14.05,4.398,7.253,17.788,Unfavorable
881,Loam,Mountain,Sprinkler,6.269,17.847,91.341,20.346,149.945,4.117,0.578,1.396,21.229,21.549,76.076,6.271,17.761,Unfavorable
882,Loam,Plain,Sprinkler,6.943,27.013,119.419,70.286,126.016,2.893,0.741,1.538,26.677,16.194,23.566,7.267,3.362,Favorable
883,Loam,Mountain,None,6.549,,94.194,36.401,163.918,2.887,1.487,1.415,32.501,13.132,15.207,8.423,19.932,Unfavorable
884,Loam,Hill,None,6.595,25.835,116.248,38.134,160.662,,1.185,1.41,23.489,16.141,13.969,6.223,5.927,Favorable
885,Sandy,Hill,Sprinkler,6.735,32.497,63.278,36.647,125.844,2.296,1.007,1.571,14.56,24.104,12.464,7.127,14.127,Unfavorable
886,Loam,Mountain,Sprinkler,7.315,25.013,148.625,47.519,99.225,2.732,1.006,1.234,35.417,20.012,3.207,7.715,17.87,Unfavorable
887,Clay,Plain,None,6.967,,112.329,51.425,189.591,3.533,0.96,1.308,53.492,17.546,26.054,10.103,3.49,Favorable
888,Sandy,Plain,Sprinkler,6.569,23.281,74.112,43.474,121.186,2.575,0.861,1.291,8.326,25.491,20.834,5.141,5.141,Favorable
889,Clay,Plain,None,6.467,22.688,115.748,57.405,194.223,3.599,0.921,1.654,44.287,21.099,48.069,6.84,10.706,Favorable
890,Clay,Hill,Drip,6.825,42.733,115.257,50.722,125.503,4.499,1.258,1.318,53.55,20.428,47.782,6.51,17.575,Favorable
891,Loam,Hill,None,6.46,28.275,121.068,50.973,181.277,2.087,0.572,1.452,22.12,20.274,31.894,7.634,2.688,Favorable
892,Loam,Hill,None,6.997,23.351,107.76,32.253,195.052,2.325,0.688,1.232,27.554,16.403,23.272,9.861,16.968,Favorable
893,Sandy,Plain,Sprinkler,6.778,33.336,93.065,40.579,85.336,2.47,0.666,1.487,6.356,16.578,5.492,10.156,3.19,Unfavorable
894,Loam,Hill,Sprinkler,6.968,17.256,141.564,49.946,163.98,2.2,0.937,1.492,23.078,17.733,1.136,5.114,4.924,Favorable
895,Sandy,Hill,None,6.544,28.358,95.261,40.5,79.659,2.211,1.288,1.428,9.695,12.044,29.359,6.732,0.0,Favorable
896,Clay,Plain,None,6.935,32.028,115.87,38.739,248.363,1.865,1.517,1.503,46.097,12.955,26.422,7.384,2.577,Favorable
897,Sandy,Plain,Sprinkler,6.596,31.287,77.302,35.265,109.003,2.937,0.389,1.55,5.58,17.753,8.931,8.082,6.936,Favorable
898,Clay,Plain,Sprinkler,7.331,39.403,116.709,59.131,179.077,3.803,0.837,1.444,53.49,19.235,19.125,5.717,0.0,Favorable
899,Sandy,Hill,Sprinkler,6.628,30.73,94.107,30.391,114.888,1.963,0.461,1.593,2.593,11.85,12.769,6.653,18.413,Unfavorable
900,Loam,Plain,None,6.22,29.717,106.801,64.465,101.019,,0.845,1.23,25.306,21.166,2.129,9.931,1.514,Favorable
901,Silt,Hill,None,6.58,28.206,95.233,33.356,101.814,3.276,0.789,1.201,10.042,11.97,24.597,9.311,10.814,Favorable
902,Silt,Plain,Sprinkler,6.444,19.942,106.717,52.449,170.636,2.782,0.872,1.11,18.035,14.774,7.079,7.135,0.0,Favorable
903,Loam,Mountain,Sprinkler,6.306,24.896,87.301,61.93,144.513,2.093,1.493,1.361,22.714,15.79,34.158,5.242,19.226,Favorable
904,Sandy,Hill,Sprinkler,6.702,17.573,136.628,18.933,112.369,3.179,0.937,1.596,12.924,16.782,15.812,4.796,9.714,Favorable
905,Clay,Plain,None,6.84,27.982,110.702,60.991,181.443,4.81,1.109,1.459,46.039,22.555,14.807,8.913,1.976,Favorable
906,Loam,Hill,None,7.407,20.232,108.654,44.36,178.202,,0.536,1.504,32.918,28.244,20.917,5.616,11.575,Unfavorable
907,Sandy,Plain,None,6.319,33.138,83.351,34.276,37.397,2.483,1.065,1.572,2.007,13.159,48.497,7.096,4.37,Unfavorable
908,Sandy,Plain,Sprinkler,6.443,35.177,164.836,20.827,117.515,3.087,0.534,1.619,4.066,21.56,23.384,8.017,6.681,Favorable
909,Sandy,Hill,None,6.086,24.441,96.886,50.315,149.195,,0.536,1.45,7.194,16.25,16.95,6.497,9.792,Unfavorable
910,Loam,Plain,Sprinkler,6.975,26.039,118.7,48.646,140.111,3.97,0.982,1.318,26.848,16.947,2.434,7.064,2.385,Favorable
911,Clay,Plain,Sprinkler,7.853,31.175,113.177,64.581,194.65,3.427,1.054,1.511,47.785,20.429,43.097,5.932,4.354,Favorable
912,Silt,Hill,Sprinkler,6.817,21.683,84.149,30.787,207.983,1.785,1.228,1.311,16.732,18.616,19.598,7.322,13.416,Favorable
913,Loam,Plain,Sprinkler,7.458,16.565,144.254,71.341,170.932,4.053,0.737,1.244,8.571,17.998,32.116,6.185,11.03,Favorable
914,Loam,Plain,Sprinkler,6.702,41.036,122.678,44.109,132.093,4.654,1.185,1.374,29.907,7.994,11.978,8.519,1.75,Favorable
915,Loam,Mountain,Sprinkler,6.479,20.362,107.23,44.8,121.532,,1.223,1.571,28.949,22.035,44.677,4.889,20.833,Unfavorable
916,Loam,Plain,Sprinkler,6.919,18.547,108.288,51.089,186.432,2.285,0.1,1.138,30.547,18.369,6.248,6.055,8.247,Favorable
917,Clay,Plain,Sprinkler,6.914,27.764,98.32,49.407,161.963,2.637,1.406,1.516,61.44,23.189,21.755,7.531,14.505,Favorable
918,Loam,Plain,Sprinkler,6.945,,131.277,53.486,132.844,2.516,1.276,1.348,26.588,23.734,3.933,7.074,0.0,Favorable
919,Sandy,Hill,Drip,6.455,27.031,91.979,49.741,116.898,1.881,0.486,1.494,19.133,20.672,22.377,5.581,11.478,Unfavorable
920,Loam,Mountain,None,6.913,30.108,88.859,35.026,133.647,2.631,0.65,1.24,17.837,12.529,38.434,7.655,16.322,Favorable
921,Clay,Plain,None,7.152,20.466,144.534,37.951,182.246,3.313,1.175,1.282,52.311,14.248,40.257,4.49,5.756,Favorable
922,Loam,Mountain,None,7.434,9.44,90.466,55.606,180.19,2.696,0.778,1.278,29.522,4.2,39.61,5.002,18.769,Unfavorable
923,Sandy,Plain,Sprinkler,6.31,22.722,72.476,33.593,63.5,4.362,0.389,1.478,1.603,23.107,32.942,7.968,8.29,Favorable
924,Sandy,Plain,None,6.614,18.735,86.531,42.345,129.988,2.087,0.876,1.586,12.676,13.054,43.158,7.599,1.061,Favorable
